"Table S4: Distance matrix of complete NIRVS sequences, in organisms with multiple identified NIRVS. The ID of the NIRVS (genomic chromosome/scaffold_x) corresponds to those listed in Table S2. Nucleotide distances (% identity) based on ClustalW alignment implemented in Geneious (v10.2.3). Distances >98% are highlighted in green.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIRVS ID,NC_035107_42,NC_035107_70,NC_035108_26,NC_035107_31,NC_035107_44,NC_035107_12,NC_035107_1,NC_035109_1,NC_035108_58,NC_035109_50,NC_035109_63,NC_035107_62,NC_035109_61,NC_035109_60,NC_035109_55,NC_035108_70,NC_035109_54,NC_035107_3,NC_035107_6,NC_035107_54,NC_035108_56,NC_035107_18,NC_035108_69,NC_035109_62,NC_035109_51,NC_035107_7,NC_035107_65,NC_035107_52,NC_035108_68,NC_035108_67,NC_035108_5,NC_035108_66,NC_035107_29,NC_035107_41,NC_035107_66,NC_035107_45,NC_035109_65,NC_035109_85,NC_035109_86,NC_035109_87,NC_035108_76,NC_035109_88,NC_035108_77,NC_035107_23,NC_035107_63,NC_035108_80,NC_035107_25,NC_035108_24,NC_035108_23,NC_035107_69,NC_035109_32,NC_035107_61,NC_035109_22,NC_035109_21,NC_035109_27,NC_035109_28,NC_035109_26,NC_035107_8,NC_035109_33,NW_018736686_3,NC_035109_49,NC_035109_66,NC_035109_45,NC_035109_25,NC_035109_24,NC_035109_20,NC_035109_53,NC_035109_44,NC_035108_34,NC_035109_11,NC_035109_12,NC_035107_33,NC_035109_31,NC_035109_30,NC_035107_32,NC_035109_23,NC_035109_29,NC_035108_81,NC_035108_83,NC_035108_86,NC_035108_87,NC_035108_88,NC_035108_89,NC_035107_10,NC_035108_22,NC_035108_21,NC_035108_20,NC_035108_19,NC_035108_18,NC_035109_40,NC_035107_26,NC_035107_28,NC_035107_4,NC_035108_50,NC_035108_37,NC_035108_45,NC_035109_37,NC_035107_19,NC_035107_20,NC_035108_36,NC_035107_46,NC_035108_35,NC_035109_39,NC_035107_11,NC_035109_47,NC_035107_49,NC_035107_30,NC_035108_32,NC_035108_29,NC_035109_7,NC_035109_8,NC_035109_9,NC_035109_10,NC_035108_11,NC_035108_9,NC_035108_52,NC_035108_8,NC_035109_16,NC_035109_14,NC_035109_13,NC_035109_15,NC_035108_6,NC_035108_7,NW_018734985_2,NW_018734985_1,NC_035107_27,NC_035108_73,NC_035109_83,NC_035109_82,NC_035109_74,NC_035109_71,NC_035109_67,NC_035109_75,NC_035109_81,NC_035109_79,NC_035109_76,NC_035109_77,NC_035109_72,NC_035109_73,NC_035109_69,NC_035109_78,NC_035109_84,NC_035109_80,NC_035109_68,NC_035109_70,NC_035108_75,NC_035108_78,NC_035108_74,NC_035109_17,NC_035109_18,NC_035109_3,NW_018736689,NC_035109_4,NC_035109_59,NW_018735670_3,NW_018735421_2,NW_018736212,NC_035107_47,NC_035108_64,NC_035109_56,NW_018735670_1,NC_035108_65,NW_018736703,NW_018734587,NC_035108_57,NC_035108_3,NC_035107_59,NC_035108_55,NC_035107_16,NC_035107_68,NW_018736214,NC_035108_2,NC_035108_71,NC_035108_54,NC_035108_59,NC_035109_57,NC_035107_9,NW_018736262,NC_035108_4,NC_035108_62,NC_035108_60,NC_035108_63,NC_035109_52,NW_018735421_1,NC_035109_58,NW_018735670_2,NW_018735421_3,NC_035107_67,NC_035107_21,NW_018736442_1,NC_035109_38,NC_035108_40,NW_018736442_2,NW_018736442_3,NW_018736357,NC_035109_48,NW_018734666,NC_035108_43,NC_035108_44,NC_035108_79,NC_035108_42,NC_035108_41,NC_035108_39,NC_035108_84,NC_035108_33,NC_035107_14,NC_035109_46,NC_035107_48,NC_035108_46,NC_035108_90,NC_035108_91,NC_035108_82,NC_035108_48,NC_035108_49,NC_035107_13,NC_035107_36,NC_035107_35,NC_035109_36,NC_035107_40,NC_035107_2,NC_035107_43,NC_035107_39,NC_035107_64,NC_035107_56,NC_035107_57,NC_035107_58,NC_035107_38,NC_035107_37,NC_035108_51,NC_035108_53,NC_035109_43,NC_035108_30,NC_035108_31,NC_035107_50,NW_018736113_2,NC_035107_34,NW_018736113_1,NC_035109_42,NC_035109_41,NC_035108_47,NC_035107_55,NC_035108_92,NC_035108_28,NW_018736686_2,NC_035107_22,NC_035108_17,NC_035108_16,NC_035107_53,NC_035108_85,NC_035107_51,NC_035108_38,NC_035109_5,NC_035109_6,NC_035108_12,NC_035107_60,NC_035109_2,NC_035107_15,NC_035108_27,NC_035108_61,NW_018736686_1,NC_035109_34,NC_035107_24,NC_035108_1,NW_018735537_1,NC_035109_64,NC_035108_25,NC_035108_10,NC_035108_13,NW_018735537_2,NC_035108_14,NC_035107_5,NC_035107_17,NC_035108_93,NC_035109_19,NC_035108_72,NC_035109_35,NC_035108_15
NC_035109_85,28.191,28.012,23.469,24.234,23.901,18.182,0,27.644,27.883,27.711,27.883,27.883,27.883,27.883,27.711,23.629,24.138,27.539,23.752,25.129,25.301,25.99,25.99,25.99,28.866,27.2,25.301,22.772,25.818,25.129,21.158,24.638,24.311,25.568,31.507,30.303,31.459,,97.891,96.309,69.596,69.596,69.596,69.42,69.244,69.838,68.19,32.706,32.292,32.118,31.944,32.813,28.433,31.214,31.25,31.25,29.188,27.288,28.893,26.789,25.779,25.714,27.336,28.966,28.621,25.862,22.263,23.782,26.247,26.547,24.74,32.984,30.517,27.931,29.114,30.69,28.148,22.719,22.719,22.719,22.719,22.719,22.719,26.506,21.934,22.031,22.031,22.203,22.375,18.298,26.667,25.69,25.988,23.389,23.913,26.586,26.207,25,24.828,24.828,24.483,20.301,25.549,25.172,22.713,25.862,23.793,24.138,25.69,23.064,23.064,25.473,25.473,24.227,24.055,24.055,0,22.337,22.337,21.891,22.509,21.357,23.883,22.991,22.797,24.138,24.596,25.72,25.528,25.72,26.46,25.72,25.72,25.912,25.912,25.912,25.912,26.289,26.46,26.289,26.46,25.945,25.813,25.773,25.601,25,25,25,24.582,24.582,24.887,25.301,21.082,26.304,26.522,24.161,24.016,24.57,0,23.797,21.359,0,21.134,21.134,21.306,0,24.742,24.742,24.57,0,24.561,21.671,25.43,24.227,24.227,24.227,24.399,24.399,0,19.828,21.649,20.379,0,0,24.172,24.055,23.881,24.205,24.26,33.333,25.43,24.764,21.905,22.989,25.43,24.68,26.804,24.914,24.914,24.407,26.244,23.196,0,8.333,22.892,25.601,26.515,26.117,25.258,24.31,24.31,24.31,27.411,24.573,24.57,24.399,24.702,23.883,23.977,23.711,23.711,23.711,23.54,23.711,23.711,23.883,23.711,23.711,22.337,22.165,25.304,23.024,23.711,22.337,25.385,25.581,24.268,24.845,23.273,22.172,23.626,22.174,23.883,23.629,23.134,28,25.342,30.964,24.682,24.4,27.692,26.923,29.63,25.899,25.086,26.014,25.838,26.451,27.451,27.793,23.364,26.037,23.554,25.738,26.154,26.325,25.301,28.376,24.454,25.641,25.043,23.129,24.061,25.637,27.211,26.987,25.212
NC_035109_86,27.66,26.238,23.469,24.513,24.034,18.182,0,27.885,28.331,28.178,28.331,28.331,28.331,28.331,28.178,24.015,23.926,26.953,24.043,25.268,25.421,26.034,26.034,25.881,27.444,24.8,24.655,20.792,24.043,23.277,19.194,25.103,25.265,25,31.507,29.542,30.421,97.891,,97.192,69.381,69.381,69.381,69.707,69.544,70.111,68.019,33.882,32.407,31.481,32.099,32.87,29.881,32.149,31.481,31.481,28.571,27.957,29.538,27.483,26.769,25.455,28,28.221,28.221,25.767,23.358,25.064,26.898,25.829,24.462,33.508,31.135,27.454,29.764,31.288,28.986,24.043,24.043,24.043,24.043,24.043,24.043,26.187,22.734,22.665,22.818,22.358,22.511,19.926,25.786,24.847,25.316,22.927,22.517,26.284,25.307,24.08,23.926,24.08,23.62,21.053,25.305,24.693,24.679,26.074,23.313,24.54,25.153,23.737,23.737,26.034,26.034,24.528,22.324,24.159,0,22.171,22.324,22.067,22.477,22.766,24.618,22.5,22.727,24.077,24.324,25.97,25.632,25.801,26.3,25.801,25.97,26.138,26.138,25.97,25.97,26.3,26.453,26.147,26.3,25.841,25.887,25.841,25.535,25,25,25,24.941,24.941,24.514,25.115,20.888,27.174,27.391,26.174,24.409,25.535,0,24.064,21.748,0,22.477,22.477,22.63,0,25.076,25.076,24.924,0,25.77,23.297,25.229,24.465,24.465,24.465,24.618,24.618,0,19.59,21.101,20.243,0,0,24.756,24.006,24.178,24.939,24.655,33.333,25.841,24.197,20.952,22.126,24.924,24.556,26.147,25.229,25.229,25.085,25.939,23.394,0,5.556,22.665,25.076,25.5,25.382,24.771,23.773,23.773,23.773,25.381,23.208,24.006,23.853,23.81,23.242,22.705,22.936,22.936,22.936,22.783,22.936,22.936,23.089,22.936,22.936,21.865,21.713,24.331,23.394,24.006,22.477,24.615,24.303,24.364,27.039,25.072,22.526,22.835,21.739,25.229,23.207,23.134,28.889,25,30.457,25.701,23.6,26.923,26.154,29.259,26.259,25.535,25.338,26.425,26.292,26.331,26.757,23.832,25.227,23.554,24.855,25.571,26.484,26.347,27.093,25.283,25.946,25.19,23.333,24.012,25.416,26.97,26.264,24.284
NC_035109_87,27.66,25.99,24.49,23.955,23.866,18.182,0,28.606,28.484,28.331,28.484,28.484,28.484,28.484,28.331,23.64,23.006,26.187,24.349,25.574,25.727,25.881,25.881,25.727,27.068,26.4,25.421,21.782,24.349,23.583,19.77,26.132,25.902,25.5,28.767,29.068,30.889,96.309,97.192,,68.078,68.078,68.078,69.87,69.707,70.111,67.863,33.176,32.253,31.019,31.481,32.253,29.202,31.641,31.327,31.327,28.111,27.957,30.198,26.987,26.154,24.675,28.154,27.454,27.454,25,22.628,24.808,26.464,25.654,24.308,33.508,30.828,27.607,29.764,31.288,28.502,23.583,23.583,23.583,23.583,23.583,23.583,26.034,21.966,21.899,22.052,22.511,22.665,19.742,26.205,25.613,25.859,23.902,22.848,27.19,26.074,24.693,24.54,24.693,24.54,22.306,26.178,25.46,24.936,26.227,23.773,24.54,25.46,23.583,23.583,26.34,26.34,24.014,21.865,23.7,0,22.63,22.783,22.417,22.936,22.766,24.618,23.077,22.896,23.596,24.165,25.97,25.632,25.801,26.453,25.801,25.97,26.138,26.138,25.97,25.97,26.453,26.606,26.3,26.453,25.994,25.887,25.994,25.688,24.645,24.645,24.645,25.176,25.176,24.514,24.349,20.23,26.957,27.174,26.174,25.197,25.688,0,24.599,22.524,0,23.089,23.089,23.242,0,25.688,25.688,25.535,0,25.49,23.077,25.688,24.618,24.618,24.618,24.771,24.771,0,19.59,21.407,20.243,0,0,24.951,24.312,23.849,24.939,24.852,36.842,25.841,24.764,21.27,22.414,24.771,24.717,25.994,24.771,24.771,24.407,26.28,23.547,0,6.944,22.665,25.076,24.833,24.771,24.618,23.313,23.313,23.313,26.396,23.549,24.465,24.312,23.81,23.853,23.671,23.394,23.394,23.394,23.242,23.394,23.394,23.394,23.394,23.394,22.783,22.63,24.088,24.006,24.618,22.936,24.808,25.1,25.273,27.897,25.648,24.232,24.409,22.609,24.924,23.207,23.881,28.889,24.543,29.949,25.234,24.8,26.538,26.923,29.259,25.899,25.076,25.676,26.252,26.292,26.891,27.027,24.533,26.364,24.174,24.085,25.419,26.788,25.349,27.245,25.094,25.946,25.19,23.03,23.708,26.626,26.818,26.917,25.339
NC_035108_76,25,28.117,21.429,22.284,21.127,17.172,0,26.923,29.553,29.393,29.553,29.553,29.393,29.553,29.553,25.819,23.52,26.677,24.601,24.76,24.601,24.121,24.121,23.802,28.87,24.8,27.316,20.792,23.482,22.684,20.648,23.965,25.901,27.749,32.877,30.693,33.713,69.596,69.381,68.078,,100,99.837,72.313,72.15,73.09,71.01,32.706,32.528,32.045,31.24,33.172,28.648,32.27,31.401,31.401,31.25,28.365,29.703,26.271,25.843,27.792,28.892,30.08,29.44,26.72,22.993,24.808,27.115,26.74,25.201,30.89,30.72,29.28,29.545,30.4,26.667,24.441,24.441,24.441,24.441,24.441,24.441,25.08,24.679,24.92,24.92,24.76,24.601,19.806,24.444,24.32,24.525,22.789,26.182,24.773,23.52,22.72,22.56,24,24,23.559,24.542,25.92,26.243,27.2,26.24,26.4,24.8,22.204,22.204,24.92,24.92,23.842,22.648,23.445,0,23.285,23.445,23.993,23.445,20.542,22.807,22.718,23.633,25.168,24.585,25.442,25.618,25.795,25.837,25.795,25.618,25.442,25.795,25.972,25.618,25.518,25.359,25.678,25.837,25.359,25.698,24.721,25.04,26.816,26.816,26.816,25.412,25.412,25.462,25.719,22.375,27.609,27.391,27.517,28.346,26.475,0,27.005,25.437,0,25.199,25.199,25.199,0,27.432,27.432,27.273,0,25.152,23.598,26.316,26.794,26.794,26.794,26.954,26.954,0,22.004,23.923,22.27,0,0,26.316,25.518,24.957,22.249,22.88,34.211,25.518,26.087,26.032,25.575,24.88,24.831,26.316,26.635,26.635,27.119,26.316,23.604,0,5.556,22.364,24.88,25.829,25.997,24.242,23.04,23.04,23.04,26.396,24.232,22.648,22.648,25,22.169,20.155,21.531,21.531,21.531,21.372,21.531,21.531,21.691,21.531,21.531,21.212,21.053,25.791,21.372,21.372,22.807,21.538,20.632,20.841,20.388,22.188,19.173,18.943,28.261,23.285,24.051,26.866,29.333,25.278,30.964,25.467,23.6,26.154,29.231,27.778,26.978,25.359,27.027,25.543,26.624,28.011,26.486,25.701,26.364,25.413,23.507,26.032,25.714,27.345,25.397,25.249,25.045,26.266,22.117,23.138,23.659,26.856,28.328,22.327
NC_035109_88,25,28.117,21.429,22.284,21.127,17.172,0,26.923,29.553,29.393,29.553,29.553,29.393,29.553,29.553,25.819,23.52,26.677,24.601,24.76,24.601,24.121,24.121,23.802,28.87,24.8,27.316,20.792,23.482,22.684,20.648,23.965,25.901,27.749,32.877,30.693,33.713,69.596,69.381,68.078,100,,99.837,72.313,72.15,73.09,71.01,32.706,32.528,32.045,31.24,33.172,28.648,32.27,31.401,31.401,31.25,28.365,29.703,26.271,25.843,27.792,28.892,30.08,29.44,26.72,22.993,24.808,27.115,26.74,25.201,30.89,30.72,29.28,29.545,30.4,26.667,24.441,24.441,24.441,24.441,24.441,24.441,25.08,24.679,24.92,24.92,24.76,24.601,19.806,24.444,24.32,24.525,22.789,26.182,24.773,23.52,22.72,22.56,24,24,23.559,24.542,25.92,26.243,27.2,26.24,26.4,24.8,22.204,22.204,24.92,24.92,23.842,22.648,23.445,0,23.285,23.445,23.993,23.445,20.542,22.807,22.718,23.633,25.168,24.585,25.442,25.618,25.795,25.837,25.795,25.618,25.442,25.795,25.972,25.618,25.518,25.359,25.678,25.837,25.359,25.698,24.721,25.04,26.816,26.816,26.816,25.412,25.412,25.462,25.719,22.375,27.609,27.391,27.517,28.346,26.475,0,27.005,25.437,0,25.199,25.199,25.199,0,27.432,27.432,27.273,0,25.152,23.598,26.316,26.794,26.794,26.794,26.954,26.954,0,22.004,23.923,22.27,0,0,26.316,25.518,24.957,22.249,22.88,34.211,25.518,26.087,26.032,25.575,24.88,24.831,26.316,26.635,26.635,27.119,26.316,23.604,0,5.556,22.364,24.88,25.829,25.997,24.242,23.04,23.04,23.04,26.396,24.232,22.648,22.648,25,22.169,20.155,21.531,21.531,21.531,21.372,21.531,21.531,21.691,21.531,21.531,21.212,21.053,25.791,21.372,21.372,22.807,21.538,20.632,20.841,20.388,22.188,19.173,18.943,28.261,23.285,24.051,26.866,29.333,25.278,30.964,25.467,23.6,26.154,29.231,27.778,26.978,25.359,27.027,25.543,26.624,28.011,26.486,25.701,26.364,25.413,23.507,26.032,25.714,27.345,25.397,25.249,25.045,26.266,22.117,23.138,23.659,26.856,28.328,22.327
NC_035108_77,25,27.851,21.429,22.563,21.303,18.182,0,26.923,29.553,29.393,29.553,29.553,29.393,29.553,29.553,25.819,23.52,26.677,24.601,24.92,24.76,24.121,24.121,23.802,28.87,24.8,27.316,20.792,23.482,22.684,20.648,23.965,25.901,27.749,32.877,30.693,33.55,69.596,69.381,68.078,99.837,99.837,,72.15,71.987,72.924,71.173,32.706,32.528,32.045,31.24,33.172,28.648,32.27,31.401,31.401,31.09,28.365,29.703,26.271,25.843,27.792,28.732,30.24,29.6,26.72,22.993,24.808,27.115,26.74,25.201,30.89,30.56,29.12,29.318,30.24,26.667,24.441,24.441,24.441,24.441,24.441,24.441,25.08,24.519,24.76,24.76,24.601,24.441,19.612,24.444,24.32,24.525,22.789,26.182,24.773,23.52,22.72,22.56,24,24,23.559,24.542,25.92,25.967,27.04,26.08,26.24,24.64,22.045,22.045,24.92,24.92,24.014,22.807,23.604,0,23.445,23.604,24.168,23.604,20.767,22.967,22.515,23.457,25.168,24.751,25.442,25.618,25.795,25.837,25.795,25.618,25.442,25.795,25.972,25.618,25.518,25.359,25.678,25.837,25.359,25.698,24.721,25.04,27.002,27.002,27.002,25.176,25.176,25.257,25.559,22.203,27.609,27.391,27.517,28.346,26.475,0,27.005,25.437,0,25.199,25.199,25.199,0,27.432,27.432,27.273,0,25.152,23.598,26.316,26.794,26.794,26.794,26.954,26.954,0,22.004,23.923,22.27,0,0,26.316,25.518,24.957,22.249,22.88,35.088,25.678,26.276,26.032,25.575,25.04,25,26.475,26.794,26.794,27.119,26.316,23.764,0,5.556,22.524,25.04,26.003,26.156,24.402,23.2,23.2,23.2,26.396,24.232,22.648,22.648,25,22.169,20.155,21.531,21.531,21.531,21.372,21.531,21.531,21.691,21.531,21.531,21.212,21.053,25.791,21.372,21.372,22.807,21.538,20.632,20.841,20.388,22.188,19.173,18.943,27.826,23.285,24.051,27.612,29.333,25.119,30.964,25.467,23.6,26.154,29.615,27.778,26.978,25.359,27.027,25.543,26.624,28.291,26.216,25.935,26.364,25.413,23.314,25.873,25.873,27.345,25.556,25.249,25.225,26.108,22.117,23.138,23.659,27.014,28.328,22.17
NC_035107_23,26.064,27.586,23.469,21.17,21.479,21.212,0,28.191,29.252,29.144,29.361,29.252,29.361,29.144,29.361,26.782,24.512,27.627,26.977,28.169,28.061,27.086,27.086,26.869,29.707,21.978,24.51,24.324,24.174,23.951,21.457,24.837,25.225,27.225,30.526,29.868,30.187,69.42,69.707,69.87,72.313,72.313,72.15,,99.78,96.013,66.154,32.504,33.015,32.94,32.01,32.846,29.715,33.333,31.479,31.375,29.907,28.752,28.743,25.763,24.783,26.753,28.336,29.552,29.254,28.165,22.628,24.808,29.936,25.641,24.783,25.899,28.2,27.643,32.045,29.987,30,23.51,23.51,23.51,23.51,23.51,23.51,25.135,21.314,20.413,21.283,20.152,23.727,20.194,23.778,24.75,23.764,23.639,24,24.925,24.681,24.187,24.014,25.221,22.56,23.058,24.908,25.922,24.586,23.21,23.861,23.536,23.644,24.808,24.746,24.907,24.907,23.169,22.112,22.944,0,20.905,21.061,21.416,22.012,18.736,21.306,23.529,24.515,24.664,24.419,24.735,24.735,24.912,25.519,24.912,24.912,25.088,25.088,25.088,25.088,25.155,25.311,25.155,25.311,25,25.326,25.223,25.074,25.885,25.885,25.885,24,24,22.793,24.024,23.58,26.35,26.307,28.859,26.316,26.84,29.082,24.59,21.798,20.168,24.026,23.918,23.81,0,25.433,25.433,25.216,0,28.182,22.897,25.974,26.407,26.407,26.407,26.407,26.407,0,20.236,23.052,20.985,0,0,23.002,23.469,22.719,22.005,23.881,38.596,26.84,28.162,23.596,24.038,26.08,27.534,28.508,27.674,27.951,26.261,27.82,24.847,0,22.26,26.832,29.222,28.272,27.545,26.467,25.21,25.21,24.879,28.934,24.797,22.875,22.835,24.609,22.835,22.481,23.268,23.268,23.268,23.16,23.268,23.268,23.268,23.268,23.268,24.194,23.593,23.326,24.567,24.459,23.16,24.956,21.684,23.518,25.243,22.813,21.053,19.824,25.652,24.408,20.253,26.119,30.222,26.596,28.426,25,25.2,22.692,25,24.444,26.259,26.495,27.365,22.464,25.806,31.373,26.757,25.701,27.955,24.793,25.048,26.449,27.616,24.551,27.077,25.05,25.045,25.033,24.965,23.109,22.971,24.301,28.328,24.592
NC_035107_63,26.064,27.586,23.469,21.17,21.479,21.212,0,28.331,29.144,29.036,29.252,29.144,29.252,29.036,29.252,26.782,24.512,27.736,26.869,28.061,27.952,26.977,26.977,26.761,29.707,21.978,24.619,24.324,24.324,24.062,21.66,25.054,25.45,27.4,30.526,30.033,30.187,69.244,69.544,69.707,72.15,72.15,71.987,99.78,,95.847,66.154,32.815,33.254,33.202,32.258,33.112,29.893,33.511,31.479,31.375,30.04,28.878,28.743,25.932,25,26.753,28.336,29.701,29.403,28.307,22.993,25.064,29.936,25.824,25,26.259,28.308,27.753,32.045,30.114,30,23.51,23.51,23.51,23.51,23.51,23.51,25.135,21.314,20.413,21.283,20.152,23.727,20,23.778,24.75,23.764,23.639,24,25.225,24.823,24.295,24.126,25.221,22.668,23.058,24.908,26.03,24.586,23.21,23.861,23.536,23.644,24.808,24.746,24.907,24.907,23.169,22.236,23.052,0,20.905,21.061,21.416,22.012,18.736,21.306,23.732,24.691,24.832,24.585,24.912,24.912,25.088,25.668,25.088,25.088,25.265,25.265,25.265,25.265,25.311,25.466,25.311,25.466,25.155,25.512,25.371,25.223,26.071,26.071,26.071,24,24,22.793,24.024,23.58,26.023,25.98,28.188,26.497,26.84,29.082,24.441,21.921,20.168,24.026,23.918,23.81,0,25.433,25.433,25.216,0,27.879,22.664,25.758,26.19,26.19,26.19,26.19,26.19,0,20.039,22.944,20.771,0,0,22.807,23.469,22.719,22.005,23.756,38.596,26.994,28.292,23.876,24.519,26.23,27.703,28.656,27.784,28.062,26.087,27.82,25,0,21.918,26.832,29.222,28.447,27.545,26.467,25.45,25.45,25.121,28.934,24.593,22.625,22.619,24.219,22.619,22.222,23.052,23.052,23.052,22.944,23.052,23.052,23.052,23.052,23.052,24.047,23.377,23.11,24.351,24.242,22.944,24.782,21.474,23.327,25.243,22.813,21.053,19.824,25.652,24.408,20.253,26.866,30.222,26.444,27.919,25,25.2,22.692,25,24.444,25.899,26.495,27.365,22.464,25.806,31.092,26.757,25.701,28.182,25,25.048,26.597,27.832,24.551,27.184,25.249,25.045,25.033,24.826,23.384,22.722,24.194,28.157,24.476
NC_035108_80,25,27.178,23.469,21.17,21.842,21.212,0,29.455,28.929,28.79,28.929,28.929,28.929,28.79,28.929,27.017,26.88,29.068,27.399,27.538,27.399,27.538,27.538,27.399,28.198,23.894,24.896,17.978,22.897,21.836,20.367,24.468,24.954,26.254,31.148,28.281,30.976,69.838,70.111,70.111,73.09,73.09,72.924,96.013,95.847,,70.106,33.414,32.519,32.633,31.933,31.513,28.036,30.942,31.513,31.513,28.87,27.336,29.461,26.821,26.209,27.273,27.519,28.488,27.994,27.471,24.088,25.064,30.29,25.845,24.713,31.285,33.148,29.805,33.394,33.148,28.421,22.392,22.392,22.392,22.392,22.392,22.392,23.505,21.975,22.114,21.28,22.67,22.809,19.314,23.604,23.538,23.772,23.81,23.636,25.392,24.652,22.904,22.841,25.07,24.234,22.807,24.788,25.209,25.238,25.468,25.364,25.209,25.766,24.757,24.757,25.73,25.73,23.292,21.806,23.194,0,20.972,21.528,21.288,21.377,17.518,21.25,23.103,24.288,24.679,24.611,25.833,25.076,25.229,25.747,25.229,25.229,25.382,25.535,25.382,25.382,25.462,25.605,25.462,25.605,25.462,25.6,26.194,25.32,25.903,25.903,25.903,24,24,23.599,23.634,22.734,27.009,26.786,28.188,27.273,27.769,0,24.586,22.664,0,23.472,23.472,23.472,0,26.25,26.25,26.111,28.571,28.046,23.452,24.722,25.694,25.694,25.694,25.694,25.694,0,20.847,21.944,21.678,40.741,0,23.242,24.54,24.198,20.782,21.01,39.474,27.5,28.046,22.112,22.321,24.861,27.402,27.222,27.778,27.778,25.442,26.146,24.167,20,1.667,25.035,27.222,26.696,26.528,24.861,23.538,23.538,23.538,28.934,27.758,22.171,22.171,25.926,23.031,21.951,22.917,22.917,22.917,22.778,22.917,22.917,22.917,22.917,22.917,24.167,24.167,23.559,24.306,23.75,23.375,24.606,20.751,24.204,26.367,23.529,20.485,20.181,24.783,23.513,20.675,26.119,29.778,26.316,29.949,25.467,27.2,24.231,25,24.074,27.338,27.361,27.703,23.09,26.519,32.773,26.486,26.168,27.955,24.793,25.819,26.971,26.833,24.551,26.141,23.698,25.225,25.77,23.278,24.862,23.109,23.416,29.667,25.24
NC_035107_25,26.064,26.728,21.429,20.613,23.36,17.172,0,27.512,29.212,29.103,29.322,29.212,29.212,29.212,29.431,24.203,23.111,27.79,26.039,26.915,26.915,25.274,25.274,25.055,27.027,23.077,24.398,22.973,24.207,24.508,20.69,25.775,24.95,25.079,32.632,31.211,28.381,68.19,68.019,67.863,71.01,71.01,71.173,66.154,66.154,70.106,,30.327,29.492,30.403,30.243,29.295,28.595,30.918,28.302,28.355,29.777,28.471,27.674,28.311,26.357,31.169,28.849,26.823,26.41,25.789,22.993,24.041,28.45,27.534,26.235,30.935,30.011,26.725,30.382,29.739,26.16,23.304,23.304,23.304,23.304,23.304,23.304,23.961,24.67,24.308,24.425,22.648,25.164,20.036,24.458,22.884,23.671,23.566,25.152,24.024,25.197,23.271,23.111,23.673,23.987,22.807,23.769,26.177,21.002,24.315,23.549,24.206,23.33,22.288,22.367,25.694,25.694,24.702,23.318,24.481,0,23.352,23.926,23.489,23.553,21,23.857,23.091,24.519,24.349,25.645,26.167,26.806,26.966,26.539,26.966,26.966,26.966,26.645,27.127,26.966,26.676,26.676,26.676,26.819,26.391,27.104,25.282,25.855,26.768,26.768,26.768,25.647,25.647,22.978,24.173,21.304,26.35,26.471,27.517,24.33,25.831,26.154,25.455,23.19,18.868,23.825,23.716,23.716,0,26.011,26.011,26.011,0,28.165,23.918,25.137,25.902,25.902,25.902,26.011,26.011,0,20.318,23.934,21.756,50,0,22.807,22.545,22.727,22.983,23.171,37.719,28.491,26.842,25.843,25,25.824,26.772,28.883,28.197,28.197,26.996,25.697,24.401,0,22.945,25.138,26.794,24.603,25,26.345,24.27,24.27,23.837,29.442,27.033,24.217,23.986,25.586,23.825,21.396,23.607,23.607,23.607,23.497,23.607,23.607,23.607,23.497,23.716,24.087,23.825,26.35,22.295,21.967,22.61,24.782,22.925,23.621,21.673,21.751,21.981,22.183,26.087,25.921,22.363,30.597,27.111,26.853,32.487,22.897,26.4,23.846,25,25.926,27.338,27.112,23.986,24.252,24.935,29.412,27.297,26.636,25.909,25,25.241,25.616,25.49,25.549,25.708,23.878,26.306,28.064,21.964,26.02,24.242,24.213,27.838,22.842
